"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4066","test_lightpush","tests.discv5","Thu Dec 12 08:45:37 GMT 2024","passed","Thu Dec 12 08:45:41 GMT 2024","TestDiscv5","test_discv5","",""
"","34165","test_store_node_not_connected_directly_to_relaying_node","tests.e2e","Thu Dec 12 08:46:24 GMT 2024","passed","Thu Dec 12 08:46:58 GMT 2024","TestE2E","test_e2e","",""
"","34912","test_filter_node_not_connected_directly_to_relaying_node","tests.e2e","Thu Dec 12 08:45:45 GMT 2024","passed","Thu Dec 12 08:46:20 GMT 2024","TestE2E","test_e2e","",""
"","36983","test_store_node_not_connected_directly_to_lightpushing_node","tests.e2e","Thu Dec 12 08:47:47 GMT 2024","passed","Thu Dec 12 08:48:24 GMT 2024","TestE2E","test_e2e","",""
"","41959","test_filter_node_not_connected_directly_to_lightpushing_node","tests.e2e","Thu Dec 12 08:47:02 GMT 2024","passed","Thu Dec 12 08:47:44 GMT 2024","TestE2E","test_e2e","",""
"","5056","test_filter","tests.discv5","Thu Dec 12 08:45:30 GMT 2024","passed","Thu Dec 12 08:45:35 GMT 2024","TestDiscv5","test_discv5","",""
