NTC 2024-08-03 03:14:51.100+00:00 REST service started                       tid=1 file=server.nim:186 address=0.0.0.0:59992
INF 2024-08-03 03:14:51.100+00:00 Starting REST HTTP server                  tid=1 file=builder.nim:105 url=http://0.0.0.0:59992/
INF 2024-08-03 03:14:51.100+00:00 Running nwaku node                         topics="wakunode main" tid=1 file=waku.nim:124 version=v0.31.0-20-ga3fa17
INF 2024-08-03 03:14:51.100+00:00 Configuration: Enabled protocols           topics="wakunode waku" tid=1 file=waku.nim:58 relay=true rlnRelay=false store=false filter=false lightpush=true peerExchange=true
INF 2024-08-03 03:14:51.100+00:00 Configuration. Network                     topics="wakunode waku" tid=1 file=waku.nim:66 cluster=3 maxPeers=none(int)
DBG 2024-08-03 03:14:51.100+00:00 Retrieve dynamic bootstrap nodes           topics="wakunode main" tid=1 file=waku.nim:134
DBG 2024-08-03 03:14:51.100+00:00 No method for retrieving dynamic bootstrap nodes specified. topics="waku dnsdisc" tid=1 file=waku_dnsdisc.nim:127
DBG 2024-08-03 03:14:51.100+00:00 Setting up storage                         tid=1 file=node_factory.nim:436
DBG 2024-08-03 03:14:51.100+00:00 Initializing node                          tid=1 file=node_factory.nim:445
TRC 2024-08-03 03:14:51.101+00:00 registering protocols                      topics="libp2p multistream" tid=1 file=multistream.nim:227 protos="@[\"/ipfs/id/1.0.0\"]"
TRC 2024-08-03 03:14:51.101+00:00 registering protocols                      topics="libp2p multistream" tid=1 file=multistream.nim:227 protos="@[\"/libp2p/autonat/1.0.0\"]"
TRC 2024-08-03 03:14:51.101+00:00 registering protocols                      topics="libp2p multistream" tid=1 file=multistream.nim:227 protos="@[\"/libp2p/circuit/relay/0.2.0/hop\", \"/libp2p/circuit/relay/0.1.0\"]"
TRC 2024-08-03 03:14:51.101+00:00 no peer storage found                      tid=1 file=peer_manager.nim:540
